tanggal;bulan;tahun;nilai;nama;kategori
2020-03-06;Maret;2020;100;CREC(%);Koefisien Ekspansi
2020-03-07;Maret;2020;100;CREC(%);Koefisien Ekspansi
2020-03-08;Maret;2020;0;CREC(%);Koefisien Ekspansi
2020-03-09;Maret;2020;0;CREC(%);Koefisien Ekspansi
2020-03-10;Maret;2020;0;CREC(%);Koefisien Ekspansi
2020-03-11;Maret;2020;28.5714285714286;CREC(%);Koefisien Ekspansi
2020-03-12;Maret;2020;100;CREC(%);Koefisien Ekspansi
2020-03-13;Maret;2020;8.57142857142857;CREC(%);Koefisien Ekspansi
2020-03-14;Maret;2020;11.1111111111111;CREC(%);Koefisien Ekspansi
2020-03-15;Maret;2020;0;CREC(%);Koefisien Ekspansi
2020-03-16;Maret;2020;0;CREC(%);Koefisien Ekspansi
2020-03-17;Maret;2020;2.63157894736842;CREC(%);Koefisien Ekspansi
2020-03-18;Maret;2020;3.63636363636364;CREC(%);Koefisien Ekspansi
2020-03-19;Maret;2020;4.87804878048781;CREC(%);Koefisien Ekspansi
2020-03-20;Maret;2020;3.33333333333333;CREC(%);Koefisien Ekspansi
2020-03-21;Maret;2020;3.7037037037037;CREC(%);Koefisien Ekspansi
2020-03-22;Maret;2020;14.0625;CREC(%);Koefisien Ekspansi
2020-03-23;Maret;2020;1.53846153846154;CREC(%);Koefisien Ekspansi
2020-03-24;Maret;2020;0;CREC(%);Koefisien Ekspansi
2020-03-25;Maret;2020;0.961538461538462;CREC(%);Koefisien Ekspansi
2020-03-26;Maret;2020;3.88349514563107;CREC(%);Koefisien Ekspansi
2020-03-27;Maret;2020;7.18954248366013;CREC(%);Koefisien Ekspansi
2020-03-28;Maret;2020;11.9266055045872;CREC(%);Koefisien Ekspansi
2020-03-29;Maret;2020;3.84615384615385;CREC(%);Koefisien Ekspansi
2020-03-30;Maret;2020;8.52713178294574;CREC(%);Koefisien Ekspansi
2020-03-31;Maret;2020;5.26315789473684;CREC(%);Koefisien Ekspansi
2020-04-01;April;2020;14.7651006711409;CREC(%);Koefisien Ekspansi
2020-04-02;April;2020;7.9646017699115;CREC(%);Koefisien Ekspansi
2020-04-03;April;2020;11.2244897959184;CREC(%);Koefisien Ekspansi
2020-04-04;April;2020;15.0943396226415;CREC(%);Koefisien Ekspansi
2020-04-05;April;2020;7.73480662983425;CREC(%);Koefisien Ekspansi
2020-04-06;April;2020;12.8440366972477;CREC(%);Koefisien Ekspansi
2020-04-07;April;2020;4.45344129554656;CREC(%);Koefisien Ekspansi
2020-04-08;April;2020;8.71559633027523;CREC(%);Koefisien Ekspansi
2020-04-09;April;2020;8.90207715133531;CREC(%);Koefisien Ekspansi
2020-04-10;April;2020;13.6986301369863;CREC(%);Koefisien Ekspansi
2020-04-11;April;2020;1.21212121212121;CREC(%);Koefisien Ekspansi
2020-04-12;April;2020;18.2957393483709;CREC(%);Koefisien Ekspansi
2020-04-13;April;2020;6.64556962025316;CREC(%);Koefisien Ekspansi
2020-04-14;April;2020;16.3120567375887;CREC(%);Koefisien Ekspansi
2020-04-15;April;2020;6.73400673400673;CREC(%);Koefisien Ekspansi
2020-04-16;April;2020;26.8421052631579;CREC(%);Koefisien Ekspansi
2020-04-17;April;2020;14.4963144963145;CREC(%);Koefisien Ekspansi
2020-04-18;April;2020;7.38461538461539;CREC(%);Koefisien Ekspansi
2020-04-19;April;2020;16.8195718654434;CREC(%);Koefisien Ekspansi
2020-04-20;April;2020;32.972972972973;CREC(%);Koefisien Ekspansi
2020-04-21;April;2020;25.3333333333333;CREC(%);Koefisien Ekspansi
2020-04-22;April;2020;25.0883392226148;CREC(%);Koefisien Ekspansi
2020-04-23;April;2020;13.1652661064426;CREC(%);Koefisien Ekspansi
2020-04-24;April;2020;9.63302752293578;CREC(%);Koefisien Ekspansi
2020-04-25;April;2020;10.1010101010101;CREC(%);Koefisien Ekspansi
2020-04-26;April;2020;21.4545454545455;CREC(%);Koefisien Ekspansi
2020-04-27;April;2020;23.3644859813084;CREC(%);Koefisien Ekspansi
2020-04-28;April;2020;24.8192771084337;CREC(%);Koefisien Ekspansi
2020-04-29;April;2020;72;CREC(%);Koefisien Ekspansi
2020-04-30;April;2020;30.4668304668305;CREC(%);Koefisien Ekspansi
2020-05-01;Mei;2020;15.9353348729792;CREC(%);Koefisien Ekspansi
2020-05-02;Mei;2020;25.3424657534247;CREC(%);Koefisien Ekspansi
2020-05-03;Mei;2020;60.458452722063;CREC(%);Koefisien Ekspansi
2020-05-04;Mei;2020;19.746835443038;CREC(%);Koefisien Ekspansi
2020-05-05;Mei;2020;50.2066115702479;CREC(%);Koefisien Ekspansi
2020-05-06;Mei;2020;32.6975476839237;CREC(%);Koefisien Ekspansi
2020-05-07;Mei;2020;18.9349112426036;CREC(%);Koefisien Ekspansi
2020-05-08;Mei;2020;33.6309523809524;CREC(%);Koefisien Ekspansi
2020-05-09;Mei;2020;21.2007504690432;CREC(%);Koefisien Ekspansi
2020-05-10;Mei;2020;23.5142118863049;CREC(%);Koefisien Ekspansi
2020-05-11;Mei;2020;78.5407725321888;CREC(%);Koefisien Ekspansi
2020-05-12;Mei;2020;37.603305785124;CREC(%);Koefisien Ekspansi
2020-05-13;Mei;2020;32.510885341074;CREC(%);Koefisien Ekspansi
2020-05-14;Mei;2020;40.669014084507;CREC(%);Koefisien Ekspansi
2020-05-15;Mei;2020;58.1632653061225;CREC(%);Koefisien Ekspansi
2020-05-16;Mei;2020;20.4158790170132;CREC(%);Koefisien Ekspansi
2020-05-17;Mei;2020;44.5807770961145;CREC(%);Koefisien Ekspansi
2020-05-18;Mei;2020;39.3145161290323;CREC(%);Koefisien Ekspansi
2020-05-19;Mei;2020;29.4238683127572;CREC(%);Koefisien Ekspansi
2020-05-20;Mei;2020;15.5844155844156;CREC(%);Koefisien Ekspansi
2020-05-21;Mei;2020;27.0298047276465;CREC(%);Koefisien Ekspansi
2020-05-22;Mei;2020;34.5425867507886;CREC(%);Koefisien Ekspansi
2020-05-23;Mei;2020;20.231822971549;CREC(%);Koefisien Ekspansi
2020-05-24;Mei;2020;29.0874524714829;CREC(%);Koefisien Ekspansi
2020-05-25;Mei;2020;50.1043841336117;CREC(%);Koefisien Ekspansi
2020-05-26;Mei;2020;56.6265060240964;CREC(%);Koefisien Ekspansi
2020-05-27;Mei;2020;26.2390670553936;CREC(%);Koefisien Ekspansi
2020-05-28;Mei;2020;26.6375545851528;CREC(%);Koefisien Ekspansi
2020-05-29;Mei;2020;37.1681415929204;CREC(%);Koefisien Ekspansi
2020-05-30;Mei;2020;93.8958707360862;CREC(%);Koefisien Ekspansi
2020-05-31;Mei;2020;41.8571428571429;CREC(%);Koefisien Ekspansi
2020-06-01;Juni;2020;70.4496788008565;CREC(%);Koefisien Ekspansi
2020-06-02;Juni;2020;48.9326765188834;CREC(%);Koefisien Ekspansi
2020-06-03;Juni;2020;68.859649122807;CREC(%);Koefisien Ekspansi
2020-06-04;Juni;2020;83.0769230769231;CREC(%);Koefisien Ekspansi
2020-06-05;Juni;2020;78.3783783783784;CREC(%);Koefisien Ekspansi
2020-06-06;Juni;2020;46.7270896273917;CREC(%);Koefisien Ekspansi
2020-06-07;Juni;2020;87.9464285714286;CREC(%);Koefisien Ekspansi
2020-06-08;Juni;2020;47.9338842975207;CREC(%);Koefisien Ekspansi
2020-06-09;Juni;2020;48.8974113135187;CREC(%);Koefisien Ekspansi
2020-06-10;Juni;2020;57.6612903225807;CREC(%);Koefisien Ekspansi
2020-06-11;Juni;2020;51.7875383043922;CREC(%);Koefisien Ekspansi
2020-06-12;Juni;2020;51.9351935193519;CREC(%);Koefisien Ekspansi
2020-06-13;Juni;2020;55.5226824457594;CREC(%);Koefisien Ekspansi
2020-06-14;Juni;2020;88.098016336056;CREC(%);Koefisien Ekspansi
2020-06-15;Juni;2020;58.2104228121927;CREC(%);Koefisien Ekspansi
2020-06-16;Juni;2020;52.4412296564195;CREC(%);Koefisien Ekspansi
2020-06-17;Juni;2020;52.376333656644;CREC(%);Koefisien Ekspansi
2020-06-18;Juni;2020;41.6979714500376;CREC(%);Koefisien Ekspansi
2020-06-19;Juni;2020;52.9298751200769;CREC(%);Koefisien Ekspansi
2020-06-20;Juni;2020;43.5562805872757;CREC(%);Koefisien Ekspansi
2020-06-21;Juni;2020;60.4408352668214;CREC(%);Koefisien Ekspansi
2020-06-22;Juni;2020;34.6960167714885;CREC(%);Koefisien Ekspansi
2020-06-23;Juni;2020;48.1446241674596;CREC(%);Koefisien Ekspansi
2020-06-24;Juni;2020;37.466307277628;CREC(%);Koefisien Ekspansi
2020-06-25;Juni;2020;67.1477079796265;CREC(%);Koefisien Ekspansi
2020-06-26;Juni;2020;71.2903225806452;CREC(%);Koefisien Ekspansi
2020-06-27;Juni;2020;41.5884476534296;CREC(%);Koefisien Ekspansi
2020-06-28;Juni;2020;85.7262103505843;CREC(%);Koefisien Ekspansi
2020-06-29;Juni;2020;79.8521256931608;CREC(%);Koefisien Ekspansi
2020-06-30;Juni;2020;77.8035576179428;CREC(%);Koefisien Ekspansi
2020-07-01;Juli;2020;56.9675090252708;CREC(%);Koefisien Ekspansi
2020-07-02;Juli;2020;66.0098522167488;CREC(%);Koefisien Ekspansi
2020-07-03;Juli;2020;69.2544196771714;CREC(%);Koefisien Ekspansi
2020-07-04;Juli;2020;44.9896337249482;CREC(%);Koefisien Ekspansi
2020-07-05;Juli;2020;55.1337896701929;CREC(%);Koefisien Ekspansi
2020-07-06;Juli;2020;67.328370554177;CREC(%);Koefisien Ekspansi
2020-07-07;Juli;2020;68.2965299684543;CREC(%);Koefisien Ekspansi
2020-07-08;Juli;2020;43.1732325957906;CREC(%);Koefisien Ekspansi
2020-07-09;Juli;2020;40.120436582612;CREC(%);Koefisien Ekspansi
2020-07-10;Juli;2020;54.5003103662322;CREC(%);Koefisien Ekspansi
2020-07-11;Juli;2020;71.2148414123279;CREC(%);Koefisien Ekspansi
2020-07-12;Juli;2020;54.6698393813206;CREC(%);Koefisien Ekspansi
2020-07-13;Juli;2020;81.9812792511701;CREC(%);Koefisien Ekspansi
2020-07-14;Juli;2020;59.5223130106851;CREC(%);Koefisien Ekspansi
2020-07-15;Juli;2020;92.904073587385;CREC(%);Koefisien Ekspansi
2020-07-16;Juli;2020;82.2744599745871;CREC(%);Koefisien Ekspansi
2020-07-17;Juli;2020;101.846785225718;CREC(%);Koefisien Ekspansi
2020-07-18;Juli;2020;81.8493150684932;CREC(%);Koefisien Ekspansi
2020-07-19;Juli;2020;130.140329469189;CREC(%);Koefisien Ekspansi
2020-07-20;Juli;2020;93.0891907855877;CREC(%);Koefisien Ekspansi
2020-07-21;Juli;2020;89.9697885196375;CREC(%);Koefisien Ekspansi
2020-07-22;Juli;2020;95.0584484590861;CREC(%);Koefisien Ekspansi
2020-07-23;Juli;2020;100.157397691501;CREC(%);Koefisien Ekspansi
2020-07-24;Juli;2020;101.135718341851;CREC(%);Koefisien Ekspansi
2020-07-25;Juli;2020;75.4282655246253;CREC(%);Koefisien Ekspansi
2020-07-26;Juli;2020;87.1983914209115;CREC(%);Koefisien Ekspansi
2020-07-27;Juli;2020;99.5409836065574;CREC(%);Koefisien Ekspansi
2020-07-28;Juli;2020;135.354691075515;CREC(%);Koefisien Ekspansi
2020-07-29;Juli;2020;67.1566568668627;CREC(%);Koefisien Ekspansi
2020-07-31;Juli;2020;95.5628803245436;CREC(%);Koefisien Ekspansi
2020-08-01;Agustus;2020;128.974358974359;CREC(%);Koefisien Ekspansi
2020-08-02;Agustus;2020;69.5194206714944;CREC(%);Koefisien Ekspansi
2020-08-03;Agustus;2020;75.1637879690292;CREC(%);Koefisien Ekspansi
2020-08-04;Agustus;2020;94.3288241415192;CREC(%);Koefisien Ekspansi
2020-08-05;Agustus;2020;101.322314049587;CREC(%);Koefisien Ekspansi
2020-08-06;Agustus;2020;93.3049946865037;CREC(%);Koefisien Ekspansi
2020-08-07;Agustus;2020;77.3150020218358;CREC(%);Koefisien Ekspansi
2020-08-08;Agustus;2020;76.8115942028985;CREC(%);Koefisien Ekspansi
2020-08-09;Agustus;2020;86.9519281563656;CREC(%);Koefisien Ekspansi
2020-08-10;Agustus;2020;76.1114404267931;CREC(%);Koefisien Ekspansi
2020-08-11;Agustus;2020;87.0643827525104;CREC(%);Koefisien Ekspansi
2020-08-12;Agustus;2020;107.518022657055;CREC(%);Koefisien Ekspansi
2020-08-13;Agustus;2020;83.8894184938036;CREC(%);Koefisien Ekspansi
2020-08-14;Agustus;2020;89.2934547030776;CREC(%);Koefisien Ekspansi
2020-08-15;Agustus;2020;72.6226012793177;CREC(%);Koefisien Ekspansi
2020-08-16;Agustus;2020;85.6319077366651;CREC(%);Koefisien Ekspansi
2020-08-17;Agustus;2020;74.4096650192202;CREC(%);Koefisien Ekspansi
2020-08-18;Agustus;2020;110.460251046025;CREC(%);Koefisien Ekspansi
2020-08-19;Agustus;2020;123.606729758149;CREC(%);Koefisien Ekspansi
2020-08-20;Agustus;2020;89.0114739629303;CREC(%);Koefisien Ekspansi
2020-08-21;Agustus;2020;105.461993627674;CREC(%);Koefisien Ekspansi
2020-08-22;Agustus;2020;105.598086124402;CREC(%);Koefisien Ekspansi
2020-08-23;Agustus;2020;113.009327442317;CREC(%);Koefisien Ekspansi
2020-08-24;Agustus;2020;189.664358018114;CREC(%);Koefisien Ekspansi
2020-08-25;Agustus;2020;73.8455251328157;CREC(%);Koefisien Ekspansi
2020-08-26;Agustus;2020;110.234171725932;CREC(%);Koefisien Ekspansi
2020-08-27;Agustus;2020;116.439867598382;CREC(%);Koefisien Ekspansi
2020-08-28;Agustus;2020;77.4225774225774;CREC(%);Koefisien Ekspansi
2020-08-29;Agustus;2020;57.496977025393;CREC(%);Koefisien Ekspansi
2020-08-30;Agustus;2020;48.3904828551435;CREC(%);Koefisien Ekspansi
2020-08-31;Agustus;2020;64.6737149106817;CREC(%);Koefisien Ekspansi
2020-02-29;Pebruari;2020;0;CFR(%);Koefisien Fatalitas
2020-03-01;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-02;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-03;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-04;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-05;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-06;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-07;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-08;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-09;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-10;Maret;2020;0;CFR(%);Koefisien Fatalitas
2020-03-11;Maret;2020;2.94117647058823;CFR(%);Koefisien Fatalitas
2020-03-12;Maret;2020;2.94117647058823;CFR(%);Koefisien Fatalitas
2020-03-13;Maret;2020;5.79710144927536;CFR(%);Koefisien Fatalitas
2020-03-14;Maret;2020;5.20833333333333;CFR(%);Koefisien Fatalitas
2020-03-15;Maret;2020;4.27350427350427;CFR(%);Koefisien Fatalitas
2020-03-16;Maret;2020;3.73134328358209;CFR(%);Koefisien Fatalitas
2020-03-17;Maret;2020;4.06976744186047;CFR(%);Koefisien Fatalitas
2020-03-18;Maret;2020;8.37004405286344;CFR(%);Koefisien Fatalitas
2020-03-19;Maret;2020;8.09061488673139;CFR(%);Koefisien Fatalitas
2020-03-20;Maret;2020;8.67208672086721;CFR(%);Koefisien Fatalitas
2020-03-21;Maret;2020;8.44444444444444;CFR(%);Koefisien Fatalitas
2020-03-22;Maret;2020;9.33852140077821;CFR(%);Koefisien Fatalitas
2020-03-23;Maret;2020;8.46286701208981;CFR(%);Koefisien Fatalitas
2020-03-24;Maret;2020;8.01749271137026;CFR(%);Koefisien Fatalitas
2020-03-25;Maret;2020;7.34177215189873;CFR(%);Koefisien Fatalitas
2020-03-26;Maret;2020;8.73460246360582;CFR(%);Koefisien Fatalitas
2020-03-27;Maret;2020;8.31739961759082;CFR(%);Koefisien Fatalitas
2020-03-28;Maret;2020;8.83116883116883;CFR(%);Koefisien Fatalitas
2020-03-29;Maret;2020;8.8715953307393;CFR(%);Koefisien Fatalitas
2020-03-30;Maret;2020;8.62800565770863;CFR(%);Koefisien Fatalitas
2020-03-31;Maret;2020;8.90052356020942;CFR(%);Koefisien Fatalitas
2020-04-01;April;2020;9.36195587358378;CFR(%);Koefisien Fatalitas
2020-04-02;May;2020;9.49720670391061;CFR(%);Koefisien Fatalitas
2020-04-03;June;2020;9.11379657603223;CFR(%);Koefisien Fatalitas
2020-04-04;July;2020;9.13001912045889;CFR(%);Koefisien Fatalitas
2020-04-05;August;2020;8.71095468543775;CFR(%);Koefisien Fatalitas
2020-04-06;September;2020;8.39020473705339;CFR(%);Koefisien Fatalitas
2020-04-07;October;2020;8.07158509861213;CFR(%);Koefisien Fatalitas
2020-04-08;November;2020;8.1190798376184;CFR(%);Koefisien Fatalitas
2020-04-09;December;2020;8.50288490737929;CFR(%);Koefisien Fatalitas
2020-04-10;January;2020;8.7129840546697;CFR(%);Koefisien Fatalitas
2020-04-11;February;2020;8.51119208745445;CFR(%);Koefisien Fatalitas
2020-04-12;March;2020;8.7950954963452;CFR(%);Koefisien Fatalitas
2020-04-13;April;2020;8.75576036866359;CFR(%);Koefisien Fatalitas
2020-04-14;May;2020;9.48543087414755;CFR(%);Koefisien Fatalitas
2020-04-15;June;2020;9.13161993769471;CFR(%);Koefisien Fatalitas
2020-04-16;July;2020;8.99202320522118;CFR(%);Koefisien Fatalitas
2020-04-17;August;2020;8.7793347965558;CFR(%);Koefisien Fatalitas
2020-04-18;September;2020;8.56274007682458;CFR(%);Koefisien Fatalitas
2020-04-19;October;2020;8.85171102661597;CFR(%);Koefisien Fatalitas
2020-04-20;November;2020;8.72781065088758;CFR(%);Koefisien Fatalitas
2020-04-21;December;2020;8.63349684653118;CFR(%);Koefisien Fatalitas
2020-04-22;January;2020;8.56025882987328;CFR(%);Koefisien Fatalitas
2020-04-23;February;2020;8.32154340836013;CFR(%);Koefisien Fatalitas
2020-04-24;March;2020;8.39118255998051;CFR(%);Koefisien Fatalitas
2020-04-25;April;2020;8.36528407110492;CFR(%);Koefisien Fatalitas
2020-04-26;May;2020;8.3652330556181;CFR(%);Koefisien Fatalitas
2020-04-27;June;2020;8.41029023746702;CFR(%);Koefisien Fatalitas
2020-04-28;July;2020;8.12743139522658;CFR(%);Koefisien Fatalitas
2020-04-29;August;2020;8.07331891669241;CFR(%);Koefisien Fatalitas
2020-04-30;September;2020;7.82763391974699;CFR(%);Koefisien Fatalitas
2020-05-01;Mei;2020;7.58221969481566;CFR(%);Koefisien Fatalitas
2020-05-02;Mei;2020;7.66393064650005;CFR(%);Koefisien Fatalitas
2020-05-03;Mei;2020;7.55003573981415;CFR(%);Koefisien Fatalitas
2020-05-04;Mei;2020;7.45663243289894;CFR(%);Koefisien Fatalitas
2020-05-05;Mei;2020;7.22392510976721;CFR(%);Koefisien Fatalitas
2020-05-06;Mei;2020;7.19569062550249;CFR(%);Koefisien Fatalitas
2020-05-07;Mei;2020;7.27927363807138;CFR(%);Koefisien Fatalitas
2020-05-08;Mei;2020;7.19188529591214;CFR(%);Koefisien Fatalitas
2020-05-09;Mei;2020;7.02821546353976;CFR(%);Koefisien Fatalitas
2020-05-10;Mei;2020;6.93415051311288;CFR(%);Koefisien Fatalitas
2020-05-11;Mei;2020;6.94707325622152;CFR(%);Koefisien Fatalitas
2020-05-12;Mei;2020;6.82758153095125;CFR(%);Koefisien Fatalitas
2020-05-13;Mei;2020;6.65889363907242;CFR(%);Koefisien Fatalitas
2020-05-14;Mei;2020;6.51630638510559;CFR(%);Koefisien Fatalitas
2020-05-15;Mei;2020;6.52279340446169;CFR(%);Koefisien Fatalitas
2020-05-16;Mei;2020;6.39647577092511;CFR(%);Koefisien Fatalitas
2020-05-17;Mei;2020;6.55475619504396;CFR(%);Koefisien Fatalitas
2020-05-18;Mei;2020;6.6129927817879;CFR(%);Koefisien Fatalitas
2020-05-19;Mei;2020;6.60142733564014;CFR(%);Koefisien Fatalitas
2020-05-20;Mei;2020;6.47245817916515;CFR(%);Koefisien Fatalitas
2020-05-21;Mei;2020;6.33865687927785;CFR(%);Koefisien Fatalitas
2020-05-22;Mei;2020;6.37622619734564;CFR(%);Koefisien Fatalitas
2020-05-23;Mei;2020;6.21292251092205;CFR(%);Koefisien Fatalitas
2020-05-24;Mei;2020;6.16047775133582;CFR(%);Koefisien Fatalitas
2020-05-25;Mei;2020;6.11428571428572;CFR(%);Koefisien Fatalitas
2020-05-26;Mei;2020;6.12130369091302;CFR(%);Koefisien Fatalitas
2020-05-27;Mei;2020;6.17584168378684;CFR(%);Koefisien Fatalitas
2020-05-28;Mei;2020;6.09666639497922;CFR(%);Koefisien Fatalitas
2020-05-29;Mei;2020;6.02791878172589;CFR(%);Koefisien Fatalitas
2020-05-30;Mei;2020;6.10328638497653;CFR(%);Koefisien Fatalitas
2020-05-31;Mei;2020;6.0930004155177;CFR(%);Koefisien Fatalitas
2020-06-01;Juni;2020;6.0913140311804;CFR(%);Koefisien Fatalitas
2020-06-02;Juni;2020;6.03651675196922;CFR(%);Koefisien Fatalitas
2020-06-03;Juni;2020;6.01423865689087;CFR(%);Koefisien Fatalitas
2020-06-04;Juni;2020;5.97196196821431;CFR(%);Koefisien Fatalitas
2020-06-05;Juni;2020;5.99573185190204;CFR(%);Koefisien Fatalitas
2020-06-06;Juni;2020;5.90220882217998;CFR(%);Koefisien Fatalitas
2020-06-07;Juni;2020;5.93535560828577;CFR(%);Koefisien Fatalitas
2020-06-08;Juni;2020;5.81587737645553;CFR(%);Koefisien Fatalitas
2020-06-09;Juni;2020;5.8138831781352;CFR(%);Koefisien Fatalitas
2020-06-10;Juni;2020;5.70870730854412;CFR(%);Koefisien Fatalitas
2020-06-11;Juni;2020;5.66652500354158;CFR(%);Koefisien Fatalitas
2020-06-12;Juni;2020;5.62544635499643;CFR(%);Koefisien Fatalitas
2020-06-13;Juni;2020;5.58792089791555;CFR(%);Koefisien Fatalitas
2020-06-14;Juni;2020;5.57514956762547;CFR(%);Koefisien Fatalitas
2020-06-15;Juni;2020;5.59372932254288;CFR(%);Koefisien Fatalitas
2020-06-16;Juni;2020;5.52227722772277;CFR(%);Koefisien Fatalitas
2020-06-17;Juni;2020;5.49347107238541;CFR(%);Koefisien Fatalitas
2020-06-18;Juni;2020;5.46980964407652;CFR(%);Koefisien Fatalitas
2020-06-19;Juni;2020;5.41743716183823;CFR(%);Koefisien Fatalitas
2020-06-20;Juni;2020;5.39430145017655;CFR(%);Koefisien Fatalitas
2020-06-21;Juni;2020;5.37142359068227;CFR(%);Koefisien Fatalitas
2020-06-22;Juni;2020;5.336748852599;CFR(%);Koefisien Fatalitas
2020-06-23;Juni;2020;5.29271755470185;CFR(%);Koefisien Fatalitas
2020-06-24;Juni;2020;5.25005611214267;CFR(%);Koefisien Fatalitas
2020-06-25;Juni;2020;5.22047542192201;CFR(%);Koefisien Fatalitas
2020-06-26;Juni;2020;5.21710385595115;CFR(%);Koefisien Fatalitas
2020-06-27;Juni;2020;5.15034461864728;CFR(%);Koefisien Fatalitas
2020-06-28;Juni;2020;5.09905573042029;CFR(%);Koefisien Fatalitas
2020-06-29;Juni;2020;5.09148333696362;CFR(%);Koefisien Fatalitas
2020-06-30;Juni;2020;5.09887381395761;CFR(%);Koefisien Fatalitas
2020-07-01;Juli;2020;5.07876060238878;CFR(%);Koefisien Fatalitas
2020-07-02;Juli;2020;5.02912752129845;CFR(%);Koefisien Fatalitas
2020-07-03;Juli;2020;5.00205947771645;CFR(%);Koefisien Fatalitas
2020-07-04;Juli;2020;4.97087316146889;CFR(%);Koefisien Fatalitas
2020-07-05;Juli;2020;4.97419567365763;CFR(%);Koefisien Fatalitas
2020-07-06;Juli;2020;4.98937775177807;CFR(%);Koefisien Fatalitas
2020-07-07;Juli;2020;4.99652704375925;CFR(%);Koefisien Fatalitas
2020-07-08;Juli;2020;4.93397376577212;CFR(%);Koefisien Fatalitas
2020-07-09;Juli;2020;4.83063786473648;CFR(%);Koefisien Fatalitas
2020-07-10;Juli;2020;4.79494657691404;CFR(%);Koefisien Fatalitas
2020-07-11;Juli;2020;4.77586533005485;CFR(%);Koefisien Fatalitas
2020-07-12;Juli;2020;4.76360321800816;CFR(%);Koefisien Fatalitas
2020-07-13;Juli;2020;4.74922383445266;CFR(%);Koefisien Fatalitas
2020-07-14;Juli;2020;4.72178384157206;CFR(%);Koefisien Fatalitas
2020-07-15;Juli;2020;4.74067970135091;CFR(%);Koefisien Fatalitas
2020-07-16;Juli;2020;4.7423715531175;CFR(%);Koefisien Fatalitas
2020-07-17;Juli;2020;4.76001443522194;CFR(%);Koefisien Fatalitas
2020-07-18;Juli;2020;4.73127400391131;CFR(%);Koefisien Fatalitas
2020-07-19;Juli;2020;4.78843286600941;CFR(%);Koefisien Fatalitas
2020-07-20;Juli;2020;4.80422608656222;CFR(%);Koefisien Fatalitas
2020-07-21;Juli;2020;4.80699685097197;CFR(%);Koefisien Fatalitas
2020-07-22;Juli;2020;4.85989253523122;CFR(%);Koefisien Fatalitas
2020-07-23;Juli;2020;4.88591349285158;CFR(%);Koefisien Fatalitas
2020-07-24;Juli;2020;4.88901465132365;CFR(%);Koefisien Fatalitas
2020-07-25;Juli;2020;4.84550706165327;CFR(%);Koefisien Fatalitas
2020-07-26;Juli;2020;4.84014659134625;CFR(%);Koefisien Fatalitas
2020-07-27;Juli;2020;4.82338514301666;CFR(%);Koefisien Fatalitas
2020-07-28;Juli;2020;4.8025007104291;CFR(%);Koefisien Fatalitas
2020-07-29;Juli;2020;4.76386548184465;CFR(%);Koefisien Fatalitas
2020-07-31;Juli;2020;4.7344430501218;CFR(%);Koefisien Fatalitas
2020-08-01;Agustus;2020;4.72365740066948;CFR(%);Koefisien Fatalitas
2020-08-02;Agustus;2020;4.69786012291956;CFR(%);Koefisien Fatalitas
2020-08-03;Agustus;2020;4.68647798186222;CFR(%);Koefisien Fatalitas
2020-08-04;Agustus;2020;4.68293700458907;CFR(%);Koefisien Fatalitas
2020-08-05;Agustus;2020;4.66497249103713;CFR(%);Koefisien Fatalitas
2020-08-06;Agustus;2020;4.6491457057927;CFR(%);Koefisien Fatalitas
