tanggal;propinsi;nilai;kategori;pulau
2020-03-29;Yogyakarta;22;Terkonfirmasi;Jawa
2020-03-29;Jakarta;675;Terkonfirmasi;Jawa
2020-03-29;Jambi;1;Terkonfirmasi;Sumatera
2020-03-29;Jawa Barat;149;Terkonfirmasi;Jawa
2020-03-29;Jawa Tengah;63;Terkonfirmasi;Jawa
2020-03-29;Jawa Timur;90;Terkonfirmasi;Jawa
2020-03-29;Kalimantan Barat;8;Terkonfirmasi;Kalimantan
2020-03-29;Kalimantan Timur;17;Terkonfirmasi;Kalimantan
2020-03-29;Kalimantan Tengah;7;Terkonfirmasi;Kalimantan
2020-03-29;Kalimantan Selatan;1;Terkonfirmasi;Kalimantan
2020-03-29;Kalimantan Utara;2;Terkonfirmasi;Kalimantan
2020-03-29;Kepulauan Riau;5;Terkonfirmasi;Sumatera
2020-03-29;Nusa Tenggara Barat;2;Terkonfirmasi;Sunda Kecil
2020-03-29;Sumatera Selatan;2;Terkonfirmasi;Sumatera
2020-03-29;Sumatera Barat;5;Terkonfirmasi;Sumatera
2020-03-29;Sulawesi Utara;2;Terkonfirmasi;Sulawesi
2020-03-29;Sumatera Utara;8;Terkonfirmasi;Sumatera
2020-03-29;Sulawesi Tenggara;3;Terkonfirmasi;Sulawesi
2020-03-29;Sulawesi Selatan;48;Terkonfirmasi;Sulawesi
2020-03-29;Sulawesi Tengah;2;Terkonfirmasi;Sulawesi
2020-03-29;Lampung;4;Terkonfirmasi;Sumatera
2020-03-29;Riau;2;Terkonfirmasi;Sumatera
2020-03-29;Maluku Utara;1;Terkonfirmasi;Maluku
2020-03-29;Maluku;1;Terkonfirmasi;Maluku
2020-03-29;Papua Barat;2;Terkonfirmasi;Papua
2020-03-29;Papua;9;Terkonfirmasi;Papua
2020-03-29;Sulawesi Barat;1;Terkonfirmasi;Sulawesi
2020-03-29;Aceh;0;Kematian;Sumatera
2020-03-29;Bali;2;Kematian;Sunda Kecil
2020-03-29;Banten;4;Kematian;Jawa
2020-03-29;Yogyakarta;2;Kematian;Jawa
2020-03-29;Jakarta;68;Kematian;Jawa
2020-03-29;Jambi;0;Kematian;Sumatera
2020-03-29;Jawa Barat;19;Kematian;Jawa
2020-03-29;Jawa Tengah;7;Kematian;Jawa
2020-03-29;Jawa Timur;7;Kematian;Jawa
2020-03-29;Kalimantan Barat;0;Kematian;Kalimantan
2020-03-29;Kalimantan Timur;0;Kematian;Kalimantan
2020-03-29;Kalimantan Tengah;0;Kematian;Kalimantan
2020-03-29;Kalimantan Selatan;0;Kematian;Kalimantan
2020-03-29;Kalimantan Utara;0;Kematian;Kalimantan
2020-03-29;Kepulauan Riau;1;Kematian;Sumatera
2020-03-29;Nusa Tenggara Barat;0;Kematian;Sunda Kecil
2020-03-29;Sumatera Selatan;2;Kematian;Sumatera
2020-03-29;Sumatera Barat;0;Kematian;Sumatera
2020-03-29;Sulawesi Utara;0;Kematian;Sulawesi
2020-03-29;Sumatera Utara;1;Kematian;Sumatera
2020-03-29;Sulawesi Tenggara;0;Kematian;Sulawesi
2020-03-29;Sulawesi Selatan;1;Kematian;Sulawesi
2020-03-29;Sulawesi Tengah;0;Kematian;Sulawesi
2020-03-29;Lampung;0;Kematian;Sumatera
2020-03-29;Riau;0;Kematian;Sumatera
2020-03-29;Maluku Utara;0;Kematian;Maluku
2020-03-29;Maluku;0;Kematian;Maluku
2020-03-29;Papua Barat;0;Kematian;Papua
2020-03-29;Papua;0;Kematian;Papua
2020-03-29;Sulawesi Barat;0;Kematian;Sulawesi
2020-03-30;Aceh;5;Terkonfirmasi;Sumatera
2020-03-30;Bali;19;Terkonfirmasi;Sunda Kecil
2020-03-30;Banten;128;Terkonfirmasi;Jawa
2020-03-30;Bangka Belitung;1;Terkonfirmasi;Sumatera
2020-03-30;Yogyakarta;18;Terkonfirmasi;Jawa
2020-03-30;Jakarta;698;Terkonfirmasi;Jawa
2020-03-30;Jambi;2;Terkonfirmasi;Sumatera
2020-03-30;Jawa Barat;180;Terkonfirmasi;Jawa
2020-03-30;Jawa Tengah;81;Terkonfirmasi;Jawa
2020-03-30;Jawa Timur;91;Terkonfirmasi;Jawa
2020-03-30;Kalimantan Barat;9;Terkonfirmasi;Kalimantan
2020-03-30;Kalimantan Timur;17;Terkonfirmasi;Kalimantan
2020-03-30;Kalimantan Tengah;7;Terkonfirmasi;Kalimantan
2020-03-30;Kalimantan Selatan;5;Terkonfirmasi;Kalimantan
2020-03-30;Kalimantan Utara;2;Terkonfirmasi;Kalimantan
2020-03-30;Kepulauan Riau;6;Terkonfirmasi;Sumatera
2020-03-30;Nusa Tenggara Barat;2;Terkonfirmasi;Sunda Kecil
2020-03-30;Sumatera Selatan;2;Terkonfirmasi;Sumatera
2020-03-30;Sumatera Barat;8;Terkonfirmasi;Sumatera
2020-03-30;Sulawesi Utara;2;Terkonfirmasi;Sulawesi
2020-03-30;Sumatera Utara;13;Terkonfirmasi;Sumatera
2020-03-30;Sulawesi Tenggara;3;Terkonfirmasi;Sulawesi
2020-03-30;Sulawesi Selatan;50;Terkonfirmasi;Sulawesi
2020-03-30;Sulawesi Tengah;3;Terkonfirmasi;Sulawesi
2020-03-30;Lampung;8;Terkonfirmasi;Sumatera
2020-03-30;Riau;3;Terkonfirmasi;Sumatera
2020-03-30;Maluku Utara;1;Terkonfirmasi;Maluku
2020-03-30;Maluku;1;Terkonfirmasi;Maluku
2020-03-30;Papua Barat;2;Terkonfirmasi;Papua
2020-03-30;Papua;9;Terkonfirmasi;Papua
2020-03-30;Sulawesi Barat;1;Terkonfirmasi;Sulawesi
2020-03-30;Aceh;0;Kematian;Sumatera
2020-03-30;Bali;2;Kematian;Sunda Kecil
2020-03-30;Banten;4;Kematian;Jawa
2020-03-30;Bangka Belitung;0;Kematian;Sumatera
2020-03-30;Yogyakarta;2;Kematian;Jawa
2020-03-30;Jakarta;74;Kematian;Jawa
2020-03-30;Jambi;0;Kematian;Sumatera
2020-03-30;Jawa Barat;20;Kematian;Jawa
2020-03-30;Jawa Tengah;7;Kematian;Jawa
2020-03-30;Jawa Timur;8;Kematian;Jawa
2020-03-30;Kalimantan Barat;0;Kematian;Kalimantan
2020-03-30;Kalimantan Timur;0;Kematian;Kalimantan
2020-03-30;Kalimantan Tengah;0;Kematian;Kalimantan
2020-03-30;Kalimantan Selatan;0;Kematian;Kalimantan
2020-03-30;Kalimantan Utara;0;Kematian;Kalimantan
2020-03-30;Kepulauan Riau;1;Kematian;Sumatera
2020-03-30;Nusa Tenggara Barat;0;Kematian;Sunda Kecil
2020-03-30;Sumatera Selatan;2;Kematian;Sumatera
2020-03-30;Sumatera Barat;0;Kematian;Sumatera
2020-03-30;Sulawesi Utara;0;Kematian;Sulawesi
2020-03-30;Sumatera Utara;1;Kematian;Sumatera
2020-03-30;Sulawesi Tenggara;0;Kematian;Sulawesi
2020-03-30;Sulawesi Selatan;1;Kematian;Sulawesi
2020-03-30;Sulawesi Tengah;0;Kematian;Sulawesi
2020-03-30;Lampung;0;Kematian;Sumatera
2020-03-30;Riau;0;Kematian;Sumatera
2020-03-30;Maluku Utara;0;Kematian;Maluku
2020-03-30;Maluku;0;Kematian;Maluku
2020-03-30;Papua Barat;0;Kematian;Papua
2020-03-30;Papua;0;Kematian;Papua
2020-03-30;Sulawesi Barat;0;Kematian;Sulawesi
2020-03-31;Aceh;5;Terkonfirmasi;Sumatera
2020-03-31;Bali;19;Terkonfirmasi;Sunda Kecil
2020-03-31;Banten;142;Terkonfirmasi;Jawa
2020-03-31;Bangka Belitung;2;Terkonfirmasi;Sumatera
2020-03-31;Yogyakarta;23;Terkonfirmasi;Jawa
2020-03-31;Jakarta;747;Terkonfirmasi;Jawa
2020-03-31;Jambi;2;Terkonfirmasi;Sumatera
2020-03-31;Jawa Barat;198;Terkonfirmasi;Jawa
2020-03-31;Jawa Tengah;93;Terkonfirmasi;Jawa
2020-03-31;Jawa Timur;93;Terkonfirmasi;Jawa
2020-03-31;Kalimantan Barat;9;Terkonfirmasi;Kalimantan
2020-03-31;Kalimantan Timur;20;Terkonfirmasi;Kalimantan
2020-03-31;Kalimantan Tengah;9;Terkonfirmasi;Kalimantan
2020-03-31;Kalimantan Selatan;8;Terkonfirmasi;Kalimantan
2020-03-31;Kalimantan Utara;2;Terkonfirmasi;Kalimantan
2020-03-31;Kepulauan Riau;7;Terkonfirmasi;Sumatera
2020-03-31;Nusa Tenggara Barat;4;Terkonfirmasi;Sunda Kecil
2020-03-31;Sumatera Selatan;5;Terkonfirmasi;Sumatera
2020-03-31;Sumatera Barat;8;Terkonfirmasi;Sumatera
2020-03-31;Sulawesi Utara;2;Terkonfirmasi;Sulawesi
2020-03-31;Sumatera Utara;19;Terkonfirmasi;Sumatera
2020-03-31;Sulawesi Tenggara;3;Terkonfirmasi;Sulawesi
2020-03-31;Sulawesi Selatan;50;Terkonfirmasi;Sulawesi
2020-03-31;Sulawesi Tengah;3;Terkonfirmasi;Sulawesi
2020-03-31;Lampung;8;Terkonfirmasi;Sumatera
2020-03-31;Riau;3;Terkonfirmasi;Sumatera
2020-03-31;Maluku Utara;1;Terkonfirmasi;Maluku
2020-03-31;Maluku;1;Terkonfirmasi;Maluku
2020-03-31;Papua Barat;2;Terkonfirmasi;Papua
2020-03-31;Papua;10;Terkonfirmasi;Papua
2020-03-31;Sulawesi Barat;1;Terkonfirmasi;Sulawesi
2020-03-31;Bengkulu;1;Terkonfirmasi;Sumatera
2020-03-31;Aceh;0;Kematian;Sumatera
2020-03-31;Bali;2;Kematian;Sunda Kecil
2020-03-31;Banten;4;Kematian;Jawa
2020-03-31;Bangka Belitung;0;Kematian;Sumatera
2020-03-31;Yogyakarta;2;Kematian;Jawa
2020-03-31;Jakarta;83;Kematian;Jawa
2020-03-31;Jambi;0;Kematian;Sumatera
2020-03-31;Jawa Barat;21;Kematian;Jawa
2020-03-31;Jawa Tengah;7;Kematian;Jawa
2020-03-31;Jawa Timur;8;Kematian;Jawa
2020-03-31;Kalimantan Barat;2;Kematian;Kalimantan
2020-03-31;Kalimantan Timur;0;Kematian;Kalimantan
2020-03-31;Kalimantan Tengah;0;Kematian;Kalimantan
2020-03-31;Kalimantan Selatan;0;Kematian;Kalimantan
2020-03-31;Kalimantan Utara;0;Kematian;Kalimantan
2020-03-31;Kepulauan Riau;1;Kematian;Sumatera
2020-03-31;Nusa Tenggara Barat;0;Kematian;Sunda Kecil
2020-03-31;Sumatera Selatan;2;Kematian;Sumatera
2020-03-31;Sumatera Barat;0;Kematian;Sumatera
2020-03-31;Sulawesi Utara;0;Kematian;Sulawesi
2020-03-31;Sumatera Utara;1;Kematian;Sumatera
2020-03-31;Sulawesi Tenggara;0;Kematian;Sulawesi
2020-03-31;Sulawesi Selatan;1;Kematian;Sulawesi
2020-03-31;Sulawesi Tengah;0;Kematian;Sulawesi
2020-03-31;Lampung;0;Kematian;Sumatera
2020-03-31;Riau;0;Kematian;Sumatera
2020-03-31;Maluku Utara;0;Kematian;Maluku
2020-03-31;Maluku;0;Kematian;Maluku
2020-03-31;Papua Barat;1;Kematian;Papua
2020-03-31;Papua;0;Kematian;Papua
2020-03-31;Sulawesi Barat;0;Kematian;Sulawesi
2020-03-31;Bengkulu;1;Kematian;Sumatera
2020-04-01;Aceh;5;Terkonfirmasi;Sumatera
2020-04-01;Bali;25;Terkonfirmasi;Sunda Kecil
2020-04-01;Banten;152;Terkonfirmasi;Jawa
2020-04-01;Bangka Belitung;2;Terkonfirmasi;Sumatera
2020-04-01;Bengkulu;1;Terkonfirmasi;Sumatera
2020-04-01;Yogyakarta;28;Terkonfirmasi;Jawa
2020-04-01;Jakarta;808;Terkonfirmasi;Jawa
2020-04-01;Jambi;2;Terkonfirmasi;Sumatera
2020-04-01;Jawa Barat;220;Terkonfirmasi;Jawa
2020-04-01;Jawa Tengah;104;Terkonfirmasi;Jawa
2020-04-01;Jawa Timur;104;Terkonfirmasi;Jawa
2020-04-01;Kalimantan Barat;10;Terkonfirmasi;Kalimantan
2020-04-01;Kalimantan Timur;21;Terkonfirmasi;Kalimantan
2020-04-01;Kalimantan Tengah;9;Terkonfirmasi;Kalimantan
2020-04-01;Kalimantan Selatan;8;Terkonfirmasi;Kalimantan
2020-04-01;Kalimantan Utara;2;Terkonfirmasi;Kalimantan
2020-04-01;Kepulauan Riau;7;Terkonfirmasi;Sumatera
2020-04-01;Nusa Tenggara Barat;6;Terkonfirmasi;Sunda Kecil
2020-04-01;Sumatera Selatan;5;Terkonfirmasi;Sumatera
2020-04-01;Sumatera Barat;8;Terkonfirmasi;Sumatera
2020-04-01;Sulawesi Utara;3;Terkonfirmasi;Sulawesi
2020-04-01;Sumatera Utara;22;Terkonfirmasi;Sumatera
2020-04-01;Sulawesi Tenggara;3;Terkonfirmasi;Sulawesi
2020-04-01;Sulawesi Selatan;66;Terkonfirmasi;Sulawesi
2020-04-01;Sulawesi Tengah;2;Terkonfirmasi;Sulawesi
2020-04-01;Lampung;8;Terkonfirmasi;Sumatera
2020-04-01;Riau;3;Terkonfirmasi;Sumatera
2020-04-01;Maluku Utara;1;Terkonfirmasi;Maluku
2020-04-01;Maluku;1;Terkonfirmasi;Maluku
2020-04-01;Papua Barat;2;Terkonfirmasi;Papua
2020-04-01;Papua;10;Terkonfirmasi;Papua
2020-04-01;Sulawesi Barat;1;Terkonfirmasi;Sulawesi
2020-04-01;Aceh;0;Kematian;Sumatera
2020-04-01;Bali;2;Kematian;Sunda Kecil
2020-04-01;Banten;14;Kematian;Jawa
2020-04-01;Bangka Belitung;1;Kematian;Sumatera
2020-04-01;Bengkulu;1;Kematian;Sumatera
2020-04-01;Yogyakarta;2;Kematian;Jawa
2020-04-01;Jakarta;85;Kematian;Jawa
2020-04-01;Jambi;0;Kematian;Sumatera
2020-04-01;Jawa Barat;21;Kematian;Jawa
2020-04-01;Jawa Tengah;7;Kematian;Jawa
2020-04-01;Jawa Timur;9;Kematian;Jawa
2020-04-01;Kalimantan Barat;2;Kematian;Kalimantan
2020-04-01;Kalimantan Timur;1;Kematian;Kalimantan
2020-04-01;Kalimantan Tengah;0;Kematian;Kalimantan
2020-04-01;Kalimantan Selatan;0;Kematian;Kalimantan
2020-04-01;Kalimantan Utara;0;Kematian;Kalimantan
2020-04-01;Kepulauan Riau;1;Kematian;Sumatera
2020-04-01;Nusa Tenggara Barat;0;Kematian;Sunda Kecil
2020-04-01;Sumatera Selatan;2;Kematian;Sumatera
2020-04-01;Sumatera Barat;0;Kematian;Sumatera
2020-04-01;Sulawesi Utara;0;Kematian;Sulawesi
2020-04-01;Sumatera Utara;3;Kematian;Sumatera
2020-04-01;Sulawesi Tenggara;0;Kematian;Sulawesi
2020-04-01;Sulawesi Selatan;5;Kematian;Sulawesi
2020-04-01;Sulawesi Tengah;0;Kematian;Sulawesi
2020-04-01;Lampung;0;Kematian;Sumatera
2020-04-01;Riau;0;Kematian;Sumatera
2020-04-01;Maluku Utara;0;Kematian;Maluku
2020-04-01;Maluku;1;Kematian;Maluku
2020-04-01;Papua Barat;0;Kematian;Papua
2020-04-01;Papua;0;Kematian;Papua
2020-04-01;Sulawesi Barat;0;Kematian;Sulawesi
2020-04-02;Aceh;5;Terkonfirmasi;Sumatera
2020-04-02;Bali;25;Terkonfirmasi;Sunda Kecil
2020-04-02;Banten;164;Terkonfirmasi;Jawa
2020-04-02;Bangka Belitung;2;Terkonfirmasi;Sumatera
2020-04-02;Bengkulu;1;Terkonfirmasi;Sumatera
2020-04-02;Yogyakarta;27;Terkonfirmasi;Jawa
2020-04-02;Jakarta;897;Terkonfirmasi;Jawa
2020-04-02;Jambi;2;Terkonfirmasi;Sumatera
2020-04-02;Jawa Barat;223;Terkonfirmasi;Jawa
2020-04-02;Jawa Tengah;104;Terkonfirmasi;Jawa
2020-04-02;Jawa Timur;104;Terkonfirmasi;Jawa
2020-04-02;Kalimantan Barat;10;Terkonfirmasi;Kalimantan
2020-04-02;Kalimantan Timur;21;Terkonfirmasi;Kalimantan
2020-04-02;Kalimantan Tengah;9;Terkonfirmasi;Kalimantan
2020-04-02;Kalimantan Selatan;8;Terkonfirmasi;Kalimantan
2020-04-02;Kalimantan Utara;2;Terkonfirmasi;Kalimantan
2020-04-02;Kepulauan Riau;7;Terkonfirmasi;Sumatera
2020-04-02;Nusa Tenggara Barat;6;Terkonfirmasi;Sunda Kecil
2020-04-02;Sumatera Selatan;11;Terkonfirmasi;Sumatera
2020-04-02;Sumatera Barat;8;Terkonfirmasi;Sumatera
2020-04-02;Sulawesi Utara;3;Terkonfirmasi;Sulawesi
2020-04-02;Sumatera Utara;22;Terkonfirmasi;Sumatera
2020-04-02;Sulawesi Tenggara;3;Terkonfirmasi;Sulawesi
2020-04-02;Sulawesi Selatan;66;Terkonfirmasi;Sulawesi
2020-04-02;Sulawesi Tengah;2;Terkonfirmasi;Sulawesi
2020-04-02;Lampung;8;Terkonfirmasi;Sumatera
2020-04-02;Riau;7;Terkonfirmasi;Sumatera
2020-04-02;Maluku Utara;1;Terkonfirmasi;Maluku
2020-04-02;Maluku;1;Terkonfirmasi;Maluku
2020-04-02;Papua Barat;2;Terkonfirmasi;Papua
2020-04-02;Papua;10;Terkonfirmasi;Papua
2020-04-02;Sulawesi Barat;1;Terkonfirmasi;Sulawesi
2020-04-02;Aceh;0;Kematian;Sumatera
2020-04-02;Bali;2;Kematian;Sunda Kecil
2020-04-02;Banten;14;Kematian;Jawa
2020-04-02;Bangka Belitung;1;Kematian;Sumatera
2020-04-02;Bengkulu;1;Kematian;Sumatera
2020-04-02;Yogyakarta;3;Kematian;Jawa
2020-04-02;Jakarta;90;Kematian;Jawa
2020-04-02;Jambi;0;Kematian;Sumatera
2020-04-02;Jawa Barat;25;Kematian;Jawa
2020-04-02;Jawa Tengah;7;Kematian;Jawa
2020-04-02;Jawa Timur;11;Kematian;Jawa
2020-04-02;Kalimantan Barat;2;Kematian;Kalimantan
2020-04-02;Kalimantan Timur;1;Kematian;Kalimantan
2020-04-02;Kalimantan Tengah;0;Kematian;Kalimantan
2020-04-02;Kalimantan Selatan;0;Kematian;Kalimantan
2020-04-02;Kalimantan Utara;0;Kematian;Kalimantan
2020-04-02;Kepulauan Riau;1;Kematian;Sumatera
2020-04-02;Nusa Tenggara Barat;0;Kematian;Sunda Kecil
2020-04-02;Sumatera Selatan;2;Kematian;Sumatera
2020-04-02;Sumatera Barat;0;Kematian;Sumatera
2020-04-02;Sulawesi Utara;0;Kematian;Sulawesi
2020-04-02;Sumatera Utara;3;Kematian;Sumatera
2020-04-02;Sulawesi Tenggara;0;Kematian;Sulawesi
2020-04-02;Sulawesi Selatan;5;Kematian;Sulawesi
2020-04-02;Sulawesi Tengah;0;Kematian;Sulawesi
2020-04-02;Lampung;1;Kematian;Sumatera
2020-04-02;Riau;0;Kematian;Sumatera
2020-04-02;Maluku Utara;0;Kematian;Maluku
2020-04-02;Maluku;0;Kematian;Maluku
2020-04-02;Papua Barat;1;Kematian;Papua
2020-04-02;Papua;0;Kematian;Papua
2020-04-02;Sulawesi Barat;0;Kematian;Sulawesi
2020-04-03;Aceh;5;Terkonfirmasi;Sumatera
2020-04-03;Bali;27;Terkonfirmasi;Sunda Kecil
2020-04-03;Banten;170;Terkonfirmasi;Jawa
2020-04-03;Bangka Belitung;2;Terkonfirmasi;Sumatera
2020-04-03;Bengkulu;2;Terkonfirmasi;Sumatera
2020-04-03;Yogyakarta;27;Terkonfirmasi;Jawa
2020-04-03;Jakarta;971;Terkonfirmasi;Jawa
2020-04-03;Jambi;2;Terkonfirmasi;Sumatera
2020-04-03;Jawa Barat;225;Terkonfirmasi;Jawa
2020-04-03;Jawa Tengah;114;Terkonfirmasi;Jawa
2020-04-03;Jawa Timur;155;Terkonfirmasi;Jawa
2020-04-03;Kalimantan Barat;10;Terkonfirmasi;Kalimantan
2020-04-03;Kalimantan Timur;22;Terkonfirmasi;Kalimantan
2020-04-03;Kalimantan Tengah;12;Terkonfirmasi;Kalimantan
2020-04-03;Kalimantan Selatan;8;Terkonfirmasi;Kalimantan
2020-04-03;Kalimantan Utara;8;Terkonfirmasi;Kalimantan
2020-04-03;Kepulauan Riau;8;Terkonfirmasi;Sumatera
2020-04-03;Nusa Tenggara Barat;7;Terkonfirmasi;Sunda Kecil
2020-04-03;Sumatera Selatan;12;Terkonfirmasi;Sumatera
2020-04-03;Sumatera Barat;8;Terkonfirmasi;Sumatera
2020-04-03;Sulawesi Utara;3;Terkonfirmasi;Sulawesi
2020-04-03;Sumatera Utara;22;Terkonfirmasi;Sumatera
2020-04-03;Sulawesi Tenggara;6;Terkonfirmasi;Sulawesi
2020-04-03;Sulawesi Selatan;82;Terkonfirmasi;Sulawesi
2020-04-03;Sulawesi Tengah;4;Terkonfirmasi;Sulawesi
2020-04-03;Lampung;12;Terkonfirmasi;Sumatera
2020-04-03;Riau;10;Terkonfirmasi;Sumatera
2020-04-03;Maluku Utara;1;Terkonfirmasi;Maluku
2020-04-03;Maluku;1;Terkonfirmasi;Maluku
2020-04-03;Papua Barat;2;Terkonfirmasi;Papua
2020-04-03;Papua;16;Terkonfirmasi;Papua
2020-04-03;Sulawesi Barat;1;Terkonfirmasi;Sulawesi
2020-04-03;Aceh;0;Kematian;Sumatera
2020-04-03;Bali;2;Kematian;Sunda Kecil
2020-04-03;Banten;14;Kematian;Jawa
2020-04-03;Bangka Belitung;1;Kematian;Sumatera
2020-04-03;Bengkulu;1;Kematian;Sumatera
2020-04-03;Yogyakarta;3;Kematian;Jawa
2020-04-03;Jakarta;90;Kematian;Jawa
2020-04-03;Jambi;0;Kematian;Sumatera
2020-04-03;Jawa Barat;25;Kematian;Jawa
2020-04-03;Jawa Tengah;18;Kematian;Jawa
2020-04-03;Jawa Timur;11;Kematian;Jawa
2020-04-03;Kalimantan Barat;2;Kematian;Kalimantan
2020-04-03;Kalimantan Timur;1;Kematian;Kalimantan
2020-04-03;Kalimantan Tengah;0;Kematian;Kalimantan
2020-04-03;Kalimantan Selatan;0;Kematian;Kalimantan
2020-04-03;Kalimantan Utara;0;Kematian;Kalimantan
2020-04-03;Kepulauan Riau;1;Kematian;Sumatera
2020-04-03;Nusa Tenggara Barat;0;Kematian;Sunda Kecil
2020-04-03;Sumatera Selatan;2;Kematian;Sumatera
2020-04-03;Sumatera Barat;0;Kematian;Sumatera
2020-04-03;Sulawesi Utara;0;Kematian;Sulawesi
2020-04-03;Sumatera Utara;3;Kematian;Sumatera
2020-04-03;Sulawesi Tenggara;0;Kematian;Sulawesi
2020-04-03;Sulawesi Selatan;5;Kematian;Sulawesi
2020-04-03;Sulawesi Tengah;0;Kematian;Sulawesi
2020-04-03;Lampung;1;Kematian;Sumatera
2020-04-03;Riau;0;Kematian;Sumatera
2020-04-03;Maluku Utara;0;Kematian;Maluku
2020-04-03;Maluku;0;Kematian;Maluku
2020-04-03;Papua Barat;1;Kematian;Papua
2020-04-03;Papua;0;Kematian;Papua
2020-04-03;Sulawesi Barat;0;Kematian;Sulawesi
2020-04-04;Aceh;5;Terkonfirmasi;Sumatera
2020-04-04;Bali;32;Terkonfirmasi;Sunda Kecil
2020-04-04;Banten;173;Terkonfirmasi;Jawa
2020-04-04;Bangka Belitung;2;Terkonfirmasi;Sumatera
2020-04-04;Bengkulu;2;Terkonfirmasi;Sumatera
2020-04-04;Yogyakarta;33;Terkonfirmasi;Jawa
2020-04-04;Jakarta;1028;Terkonfirmasi;Jawa
2020-04-04;Jambi;2;Terkonfirmasi;Sumatera
2020-04-04;Jawa Barat;247;Terkonfirmasi;Jawa
2020-04-04;Jawa Tengah;120;Terkonfirmasi;Jawa
2020-04-04;Jawa Timur;152;Terkonfirmasi;Jawa
2020-04-04;Kalimantan Barat;10;Terkonfirmasi;Kalimantan
2020-04-04;Kalimantan Timur;24;Terkonfirmasi;Kalimantan
2020-04-04;Kalimantan Tengah;11;Terkonfirmasi;Kalimantan
2020-04-04;Kalimantan Selatan;8;Terkonfirmasi;Kalimantan
2020-04-04;Kalimantan Utara;8;Terkonfirmasi;Kalimantan
2020-04-04;Kepulauan Riau;8;Terkonfirmasi;Sumatera
2020-04-04;Nusa Tenggara Barat;7;Terkonfirmasi;Sunda Kecil
2020-04-04;Sumatera Selatan;12;Terkonfirmasi;Sumatera
2020-04-04;Sumatera Barat;8;Terkonfirmasi;Sumatera
2020-04-04;Sulawesi Utara;3;Terkonfirmasi;Sulawesi
2020-04-04;Sumatera Utara;25;Terkonfirmasi;Sumatera
2020-04-04;Sulawesi Tenggara;5;Terkonfirmasi;Sulawesi
2020-04-04;Sulawesi Selatan;82;Terkonfirmasi;Sulawesi
2020-04-04;Sulawesi Tengah;4;Terkonfirmasi;Sulawesi
2020-04-04;Lampung;11;Terkonfirmasi;Sumatera
2020-04-04;Riau;10;Terkonfirmasi;Sumatera
2020-04-04;Maluku Utara;1;Terkonfirmasi;Maluku
2020-04-04;Maluku;1;Terkonfirmasi;Maluku
2020-04-04;Papua Barat;2;Terkonfirmasi;Papua
2020-04-04;Papua;18;Terkonfirmasi;Papua
2020-04-04;Sulawesi Barat;1;Terkonfirmasi;Sulawesi
2020-04-04;Aceh;1;Kematian;Sumatera
2020-04-04;Bali;2;Kematian;Sunda Kecil
2020-04-04;Banten;17;Kematian;Jawa
2020-04-04;Bangka Belitung;1;Kematian;Sumatera
2020-04-04;Bengkulu;1;Kematian;Sumatera
2020-04-04;Yogyakarta;3;Kematian;Jawa
2020-04-04;Jakarta;89;Kematian;Jawa
2020-04-04;Jambi;0;Kematian;Sumatera
2020-04-04;Jawa Barat;28;Kematian;Jawa
2020-04-04;Jawa Tengah;18;Kematian;Jawa
2020-04-04;Jawa Timur;14;Kematian;Jawa
2020-04-04;Kalimantan Barat;2;Kematian;Kalimantan
2020-04-04;Kalimantan Timur;1;Kematian;Kalimantan
2020-04-04;Kalimantan Tengah;0;Kematian;Kalimantan
2020-04-04;Kalimantan Selatan;0;Kematian;Kalimantan
2020-04-04;Kalimantan Utara;0;Kematian;Kalimantan
2020-04-04;Kepulauan Riau;1;Kematian;Sumatera
2020-04-04;Nusa Tenggara Barat;0;Kematian;Sunda Kecil
2020-04-04;Sumatera Selatan;2;Kematian;Sumatera
2020-04-04;Sumatera Barat;0;Kematian;Sumatera
2020-04-04;Sulawesi Utara;0;Kematian;Sulawesi
2020-04-04;Sumatera Utara;3;Kematian;Sumatera
2020-04-04;Sulawesi Tenggara;0;Kematian;Sulawesi
2020-04-04;Sulawesi Selatan;5;Kematian;Sulawesi
2020-04-04;Sulawesi Tengah;0;Kematian;Sulawesi
2020-04-04;Lampung;1;Kematian;Sumatera
2020-04-04;Riau;0;Kematian;Sumatera
2020-04-04;Maluku Utara;0;Kematian;Maluku
2020-04-04;Maluku;0;Kematian;Maluku
2020-04-04;Papua Barat;1;Kematian;Papua
2020-04-04;Papua;1;Kematian;Papua
2020-04-04;Sulawesi Barat;0;Kematian;Sulawesi
2020-04-05;Aceh;5;Terkonfirmasi;Sumatera
2020-04-05;Bali;35;Terkonfirmasi;Sunda Kecil
2020-04-05;Banten;177;Terkonfirmasi;Jawa
2020-04-05;Bangka Belitung;2;Terkonfirmasi;Sumatera
2020-04-05;Bengkulu;2;Terkonfirmasi;Sumatera
2020-04-05;Yogyakarta;34;Terkonfirmasi;Jawa
2020-04-05;Jakarta;1124;Terkonfirmasi;Jawa
2020-04-05;Jambi;2;Terkonfirmasi;Sumatera
2020-04-05;Jawa Barat;252;Terkonfirmasi;Jawa
2020-04-05;Jawa Tengah;120;Terkonfirmasi;Jawa
2020-04-05;Jawa Timur;188;Terkonfirmasi;Jawa
2020-04-05;Kalimantan Barat;10;Terkonfirmasi;Kalimantan
2020-04-05;Kalimantan Timur;30;Terkonfirmasi;Kalimantan
